ID,Charactor,cantonesePhonetic
8342,怂,sung2
8343,悚,sung2
8344,耸,sung2
8345,竦,sung2
8346,傱,sung2
8347,嵷,sung2
8348,駷,sung2
8349,讼,zung6
8350,宋,sung3
8351,诵,zung6
8352,送,sung3
8353,颂,zung6
8354,鄋,sau1
8355,嗖,sau1
8356,廋,sau1
8357,搜,sau1
8358,搜,sau2
8359,溲,sau1
8360,獀,sau1
8361,馊,sau1
8362,飕,sau1
8363,锼,sau2
8364,艘,sau1
8365,艘,sau2
8366,叟,sau2
8367,嗾,zuk6
8368,嗾,sau2
8369,瞍,sau2
8370,擞,sau2
8371,擞,sau3
8372,薮,sau2
8373,苏,sou1
8374,酥,sou1
8375,稣,sou1
8376,窣,seot1
8377,俗,zuk6
8378,夙,suk1
8379,诉,sou3
8380,泝,sou3
8381,肃,suk1
8382,涑,cuk1
8383,素,sou3
8384,速,cuk1
8385,宿,suk1
8386,宿,sau3
8387,梀,saak3
8388,骕,suk1
8389,傃,sou3
8390,粟,suk1
8391,谡,suk1
8392,嗉,sou3
8393,塑,sok3
8394,塑,sou3
8395,愫,sou3
8396,溯,sou3
8397,鹔,suk1
8398,僳,suk1
8399,愬,sou3
8400,膆,sou3
8401,蔌,cuk1
8402,觫,cuk1
8403,樕,cuk1
8404,餗,cuk1
8405,潚,siu1
8406,橚,suk1
8407,簌,cuk1
8408,蹜,suk1
8409,鱐,suk1
8410,狻,syun1
8411,酸,syun1
8412,匴,syun3
8413,筭,syun3
8414,蒜,syun3
8415,算,syun3
8416,虽,seoi1
8417,倠,seoi1
8418,荽,seoi1
8419,荾,seoi1
8420,眭,seoi1
8421,葰,seoi1
8422,葰,zeon3
8423,睢,seoi1
8424,濉,seoi1
8425,绥,seoi1
8426,隋,ceoi4
8427,随,ceoi4
8428,瀡,seoi5
8429,髓,seoi5
8430,岁,seoi3
8431,祟,seoi6
8432,谇,seoi6
8433,脺,ceoi3
8434,遂,seoi6
8435,睟,seoi6
8436,碎,seoi3
8437,隧,seoi6
8438,賥,seoi6
8439,燧,seoi6
8440,璲,seoi6
8441,穗,seoi6
8442,穟,seoi6
8443,繀,seoi3
8444,襚,seoi6
8445,邃,seoi6
8446,繐,seoi6
8447,繸,seoi5
8448,孙,syun1
8449,狲,syun1
8450,荪,syun1
8451,飧,syun1
8452,搎,syun1
8453,槂,syun1
8454,损,syun2
8455,笋,seon2
8456,隼,zeon2
8457,榫,seon2
8458,簨,seon3
8459,潠,seon1
8460,唆,so1
8461,娑,so1
8462,莏,co1
8463,莏,so1
8464,傞,co1
8465,挲,so1
8466,桫,so1
8467,梭,so1
8468,嗦,so1
8469,羧,so1
8470,蓑,so1
8471,缩,suk1
8472,趖,so1
8473,所,so2
8474,唢,so2
8475,索,saak3
8476,索,sok3
8477,索,suk3
8478,琐,so2
8479,惢,so2
8480,锁,so2
8481,鎍,sok3
8482,逤,saa1
8483,他,taa1
8484,他,to1
8485,它,taa1
8486,它,to1
8487,牠,taa1
8488,牠,to1
8489,祂,taa1
8490,趿,saap3
8491,趿,taat3
8492,铊,taa1
8493,铊,to4
8494,塌,taap3
8495,褟,taap3
8496,塔,taap3
8497,獭,caat3
8498,鳎,taap3
8499,挞,taat3
8500,闼,taat3
8501,涾,taap3
8502,搨,taap3
8503,遢,taap3
8504,遢,taat3
8505,阘,taap3
8506,榻,taap3
8507,毾,taap3
8508,誻,taap3
8509,踏,daap6
8510,嚃,daap6
8511,錔,taap3
8512,蹋,daap6
8513,鞜,daap6
8514,鞳,daap6
8515,骀,toi4
8516,胎,toi1
8517,台,ji4
8518,台,toi4
8519,邰,toi4
8520,抬,toi4
8521,苔,toi1
8522,苔,toi4
8523,炱,toi4
8524,跆,toi4
8525,鲐,toi4
8526,箈,ci4
8527,儓,toi4
8528,薹,toi4
8529,太,taai3
8530,汰,taai3
8531,态,taai3
8532,钛,taai3
8533,泰,taai3
8534,坍,taan1
8535,贪,taam1
8536,怹,taa1
8537,啴,taan1
8538,啴,cin2
8539,啴,zin2
8540,摊,taan1
8541,滩,taan1
8542,潬,sin5
8543,瘫,taan1
8544,瘫,taan2
8545,坛,taam4
8546,坛,taan4
8547,昙,taam4
8548,倓,taam4
8549,谈,taam4
8550,郯,taam4
8551,惔,taam4
8552,覃,taam4
8553,榃,dam4
8554,痰,taam4
8555,锬,taam4
8556,谭,taam4
8557,憛,taam4
8558,潭,taam4
8559,橝,taam2
8560,檀,taan4
8561,藫,taam4
8562,醰,taam4
8563,鷤,taan5
8564,鷤,tai4
8565,忐,taan2
8566,坦,taan2
8567,袒,taan2
8568,钽,daan3
8569,菼,taam2
8570,毯,taam2
8571,毯,taan2
8572,醓,taam2
8573,襢,taan2
8574,叹,taan3
8575,炭,taan3
8576,探,taam1
8577,探,taam3
8578,傝,taap3
8579,赕,daam6
8580,碳,taan3
8581,舕,caam3
8582,撢,taam2
8583,撢,taam3
8584,汤,soeng1
8585,汤,tong1
8586,铴,tong2
8587,羰,tong1
8588,镗,tong1
8589,蹚,tong2
8590,鼞,tong1
8591,饧,cing4
8592,唐,tong4
8593,堂,tong4
8594,棠,tong4
8595,塘,tong4
8596,搪,tong4
8597,溏,tong4
8598,煻,tong4
8599,瑭,tong4
8600,樘,tong4
8601,膛,tong4
8602,糖,tong4
8603,螗,tong4
8604,踼,dong6
8605,踼,tong4
8606,螳,tong4
8607,赯,tong4
8608,醣,tong4
8609,闛,tong1
8610,闛,tong4
8611,帑,tong2
8612,帑,nou4
8613,倘,tong2
8614,淌,tong2
8615,傥,tong2
8616,躺,tong2
8617,镋,tong2
8618,戃,cong2
8619,戃,tong2
8620,曭,tong2
8621,爣,tong2
8622,矘,tong2
8623,烫,tong3
8624,趟,tong3
8625,弢,tou1
8626,涛,tou4
8627,绦,tou1
8628,掏,tou4
8629,慆,tou1
8630,滔,tou1
8631,槄,tou1
8632,韬,tou1
8633,饕,tou1
8634,匋,tou4
8635,咷,tou4
8636,洮,jiu4
8637,洮,tou4
8638,逃,tou4
8639,桃,tou4
8640,陶,jiu4
8641,陶,tou4
8642,啕,tou4
8643,梼,tou4
8644,淘,tou4
8645,绹,tou4
8646,萄,tou4
8647,醄,tou4
8648,錭,diu1
8649,駣,tou4
8650,騊,tou4
8651,鼗,tou4
8652,讨,tou2
8653,套,tou3
8654,忑,tik1
8655,忒,tik1
8656,特,dak6
8657,貣,tik1
8658,犆,dat6
8659,犆,zik6
8660,铽,tik1
8661,慝,tik1
8662,蟘,dat6
8663,疼,tang4
8664,疼,tung3
8665,腾,tang4
8666,誊,tang4
8667,滕,tang4
8668,邆,tang4
8669,縢,tang4
8670,螣,dak6
8671,螣,tang4
8672,藤,tang4
8673,剔,tik1
8674,梯,tai1
8675,锑,tai1
8676,踢,tek3
8677,鷈,tai4
8678,绨,tai4
8679,偍,tai4
8680,啼,tai4
8681,媞,tai4
8682,提,tai4
8683,渧,dai3
8684,稊,tai4
8685,缇,tai4
8686,鹈,tai4
8687,蕛,tai4
8688,题,tai4
8689,蹄,tai4
8690,醍,tai4
8691,謕,tai4
8692,鳀,tai4
8693,騠,tai4
8694,鶗,tai4
8695,鶙,tai4
8696,体,tai2
8697,体,ban6
8698,屉,tai3
8699,剃,tai3
8700,洟,ji4
8701,倜,tik1
8702,悌,dai6
8703,悌,tai5
8704,涕,tai3
8705,逖,tik1
8706,悐,tik1
8707,惕,tik1
8708,揥,dai3
8709,揥,tai3
8710,替,tai3
8711,裼,sik3
8712,殢,tai3
8713,薙,tai3
8714,嚏,tai3
8715,鬄,tai3
8716,籊,tik1
8717,趯,tik1
8718,天,tin1
8719,添,tim1
8720,酟,cim1
8721,田,tin4
8722,沺,tin4
8723,恬,tim4
8724,恬,tim5
8725,畋,tin4
8726,盷,jyun4
8727,甜,tim4
8728,菾,tim4
8729,湉,tim4
8730,填,tin4
8731,搷,tin4
8732,阗,tin4
8733,緂,taam1
8734,磌,tin4
8735,窴,tin4
8736,忝,tim2
8737,殄,tin5
8738,捵,can2
8739,淟,tin2
8740,腆,tin2
8741,痶,din2
8742,舔,tim2
8743,餂,tim5
8744,掭,tim3
8745,瑱,zan3
8746,瑱,tin3
8747,睼,dai6
8748,佻,tiu4
8749,庣,tiu1
8750,恌,tiu1
8751,挑,tiu1
8752,挑,tiu5
8753,挑,tou1
8754,祧,tiu1
8755,芀,siu4
8756,芀,tiu4
8757,条,tiu4
8758,条,tiu5
8759,岧,tiu4
8760,迢,siu4
8761,迢,tiu4
8762,笤,tiu4
8763,蓨,tiu1
8764,蓨,tiu4
8765,龆,tiu4
8766,蜩,tiu4
8767,鞗,tiu4
8768,髫,tiu4
8769,鲦,tiu4
8770,鯈,jau4
8771,朓,tiu3
8772,窕,diu6
8773,窕,tiu5
8774,誂,diu3
8775,誂,tiu1
8776,窱,tiu5
8777,嬥,tiu5
8778,眺,tiu3
8779,粜,tiu3
8780,铫,diu6
8781,铫,jiu4
8782,铫,siu6
8783,跳,tiu3
8784,怗,tip3
8785,贴,tip3
8786,跕,cip3
8787,跕,dip6
8788,铁,tit3
8789,僣,zim2
8790,驖,tit3
8791,呫,cip3
8792,呫,tip3
8793,帖,tip3
8794,餮,tit3
8795,厅,teng1
8796,汀,ding1
8797,汀,ting1
8798,艼,ding2
8799,听,jan5
8800,听,teng1
8801,听,ting1
8802,听,ting3
8803,町,ting2
8804,烃,ting1
8805,桯,ting1
8806,綎,ting1
8807,綎,ting4
8808,廷,ting4
8809,亭,ting4
8810,庭,ting4
8811,莛,ting4
8812,停,ting4
8813,婷,ting4
8814,渟,ting4
8815,筳,ting4
8816,葶,ting4
8817,蜓,ting4
8818,楟,ting4
8819,霆,ting4
8820,鼮,ting4
8821,圢,ting5
8822,侹,ting5
8823,挺,ting2
8824,挺,ting5
8825,梃,ting5
8826,珽,ting5
8827,脡,ting5
8828,铤,ting5
8829,艇,teng5
8830,艇,ting5
8831,颋,ting5
8832,濎,ding2
8833,濎,ting5
8834,炵,dung1
8835,通,tung1
8836,痌,tung1
8837,蓪,tung1
8838,熥,tung1
8839,仝,tung4
8840,同,tung4
8841,佟,tung4
8842,彤,tung4
8843,茼,tung4
8844,桐,tung4
8845,烔,tung4
8846,铜,tung4
8847,童,tung4
8848,衕,dung6
8849,衕,tung4
8850,赨,tung4
8851,酮,tung4
8852,僮,tung4
8853,鲖,dung4
8854,鲖,zau6
8855,潼,tung4
8856,獞,zong6
8857,獞,tung4
8858,曈,tung4
8859,朣,tung4
8860,橦,cong4
8861,橦,tung4
8862,氃,tung4
8863,犝,tung4
8864,瞳,tung4
8865,穜,tung4
8866,穜,zung3
8867,统,tung2
8868,捅,tung2
8869,桶,tung2
8870,筒,tung2
8871,筒,tung4
8872,筩,tung2
8873,筩,tung4
8874,恸,dung6
8875,痛,tung3
8876,偷,tau1
8877,头,tau4
8878,投,tau4
8879,骰,sik1
8880,骰,tau4
8881,緰,seoi1
8882,妵,tau2
8883,黈,tau2
8884,透,tau3
8885,凸,dat6
8886,凸,gu2
8887,秃,tuk1
8888,怢,dat6
8889,突,dat6
8890,葖,dat6
8891,鵚,tuk1
8892,鼵,dat6
8893,图,tou4
8894,徒,tou4
8895,悇,tou4
8896,涂,tou4
8897,荼,tou4
8898,途,tou4
8899,屠,tou4
8900,稌,tou4
8901,瘏,tou4
8902,腯,dat1
8903,廜,tou4
8904,跿,cou4
8905,酴,tou4
8906,駼,tou4
8907,鵌,tou4
8908,鷋,tou4
8909,土,tou2
8910,吐,tou2
8911,吐,tou3
8912,钍,tou2
8913,兔,tou3
8914,堍,tou3
8915,菟,tou3
8916,湍,teon1
8917,貒,teon1
8918,团,tyun4
8919,抟,tyun4
8920,剬,zai3
8921,剬,tyun4
8922,剸,tyun4
8923,慱,tyun4
8924,漙,tyun4
8925,篿,tyun4
8926,篿,zyun1
8927,鷒,tyun4
8928,鷻,tyun4
8929,彖,teon3
8930,褖,teon3
8931,推,teoi1
8932,蓷,teoi1
8933,藬,teoi4
8934,颓,teoi4
8935,隤,teoi4
8936,魋,teoi4
8937,腿,teoi2
8938,僓,teoi4
8939,退,teoi3
8940,蜕,seoi3
8941,蜕,teoi3
8942,褪,tan3
8943,駾,teoi3
8944,吞,tan1
8945,涒,tan1
8946,啍,teon1
8947,焞,seon4
8948,暾,tan1
8949,屯,zeon1
8950,屯,tyun4
8951,忳,zeon1
8952,忳,tyun4
8953,芚,teon1
8954,芚,tyun4
8955,饨,tan4
8956,豚,tyun4
8957,軘,tyun4
8958,鲀,tyun4
8959,臀,tyun4
8960,畽,teon2
8961,坉,nang4
8962,坉,tyun4
8963,乇,zaak6
8964,乇,tok3
8965,托,tok3
8966,饦,tok3
8967,侂,tok3
8968,拖,to1
8969,沰,tok3
8970,侻,tyut3
8971,挩,seoi3
8972,挩,tyut3
8973,莌,tyut3
8974,脱,tyut3
8975,馲,tok3
8976,魠,tok3
8977,驮,to4
8978,佗,to1
8979,佗,to4
8980,陀,to4
8981,坨,to4
8982,沱,to4
8983,驼,to4
8984,柁,to5
8985,砣,to4
8986,鸵,to4
8987,紽,to4
8988,堶,to4
8989,跎,to4
8990,酡,to4
8991,橐,tok3
8992,鮀,to4
8993,鼍,to4
8994,驒,to4
8995,妥,to2
8996,庹,tok3
8997,椭,to2
8998,嫷,to5
8999,拓,taap3
9000,拓,zek3
9001,拓,tok3
9002,柝,tok3
9003,唾,to3
9004,唾,toe3
9005,唾,toe5
9006,唾,tou3
9007,萚,tok3
9008,跅,tok3
9009,毻,to3
9010,箨,tok3
9011,哇,waa1
9012,娃,waa1
9013,挖,waa1
9014,挖,waat3
9015,洼,waa1
9016,娲,wo1
9017,窊,waa1
9018,蛙,waa1
9019,漥,waa1
9020,瓦,ngaa5
9021,佤,ngaa5
9022,袜,maat6
9023,袜,mat6
9024,嗢,wat1
9025,腽,wat1
9026,歪,waai1
9027,喎,waa1
9028,喎,wo3
9029,崴,wai1
9030,外,ngoi6
9031,弯,waan1
9032,剜,wun1
9033,婠,wun1
9034,湾,waan1
9035,湾,waan4
9036,睕,waan1
9037,睕,jyun2
9038,蜿,jyun1
9039,潫,waan1
9040,豌,wun1
9041,丸,jyun4
9042,刓,jyun4
9043,汍,jyun4
9044,纨,jyun4
9045,芄,jyun4
9046,完,jyun4
9047,岏,jyun4
9048,忨,wun6
9049,抏,waan4
9050,抏,wun6
9051,抏,jyun4
9052,玩,waan4
9053,玩,wun6
9054,捖,gwaat3
9055,捖,jyun4
9056,顽,waan4
9057,烷,jyun2
9058,宛,jyun1
9059,宛,jyun2
9060,倇,jyun2
9061,挽,waan5
9062,晚,maan5
9063,莞,gun2
9064,莞,wun1
9065,莞,wun5
9066,婉,jyun2
9067,惋,wun2
9068,惋,jyun2
9069,涴,wo3
9070,绾,waan2
9071,脘,gun2
9072,菀,jyun2
9073,晼,jyun2
9074,琬,jyun2
9075,皖,wun5
9076,畹,jyun2
9077,碗,wun2
9078,踠,jyun2
9079,万,maan6
9080,万,mak6
9081,卍,maan6
9082,捥,wun2
9083,腕,wun2
9084,翫,wun6
9085,鋄,faan6
9086,薍,waan6
9087,尪,wong1
9088,汪,wong1
9089,亡,mong4
9090,亡,mou4
9091,王,wong4
9092,王,wong6
9093,网,mong5
9094,往,wong5
9095,枉,wong2
9096,罔,mong5
9097,惘,mong5
9098,菵,mong5
9099,辋,mong5
9100,瀇,wong2
9101,魍,mong5
9102,妄,mong5
9103,忘,mong4
9104,迋,wong6
9105,旺,wong6
9106,盳,maang4
9107,盳,mong6
9108,望,mong6
9109,朢,mong6
9110,危,ngai4
9111,威,wai1
9112,偎,wui1
9113,逶,wai1
9114,隈,wui1
9115,渨,wui1
9116,葳,wai1
9117,微,mei4
9118,椳,wui1
9119,溦,mei4
9120,煨,wui1
9121,蝛,wai1
9122,薇,mei4
9123,癐,gui6
9124,巍,ngai4
9125,囗,wai4
9126,为,wai4
9127,为,wai6
9128,韦,wai4
9129,韦,wai5
9130,圩,wai4
9131,圩,heoi1
9132,圩,jyu4
9133,围,wai4
9134,帏,wai4
9135,沩,gwai1
9136,违,wai4
9137,闱,wai4
9138,桅,ngai4
9139,桅,wai4
9140,涠,wai4
9141,唯,wai2
9142,唯,wai4
9143,帷,wai4
9144,惟,wai4
9145,维,wai4
9146,嵬,ngai4
9147,湋,wai4
9148,湋,wai5
9149,潍,wai4
9150,鄬,wai4
9151,鮠,wai4
9152,犩,ngai4
9153,伟,wai5
9154,伪,ngai6
9155,尾,mei5
9156,纬,wai5
9157,苇,wai5
9158,委,wai1
9159,委,wai2
9160,炜,wai5
9161,玮,wai5
9162,洧,fui2
9163,娓,mei5
9164,诿,wai2
9165,崣,wai2
9166,痏,fui2
9167,萎,wai1
9168,萎,wai2
9169,隗,ngai5
9170,廆,gwai1
9171,廆,wai2
9172,猥,wai2
9173,猥,wui1
9174,蒍,wai2
9175,骫,wai2
9176,暐,wai5
9177,痿,wai2
9178,腲,wai2
9179,艉,mei5
9180,韪,wai5
9181,碨,wai3
9182,蜼,wai2
9183,鲔,fui2
9184,寪,wai2
9185,頠,ngai5
9186,薳,wai2
9187,薳,jyun5
9188,壝,wai2
9189,韡,wai5
9190,亹,mei5
9191,卫,wai6
9192,未,mei6
9193,位,wai6
9194,味,mei6
9195,畏,wai3
9196,胃,wai6
9197,尉,wai3
9198,尉,wat1
9199,硙,hoi2
9200,菋,mei6
9201,谓,wai6
9202,喂,wai2
9203,喂,wai3
9204,媦,wai6
9205,渭,wai6
9206,猬,wai6
9207,煟,wai6
9208,蔚,wai3
9209,蔚,wat1
9210,慰,wai3
9211,犚,wai3
9212,濊,wai3
9213,濊,kut3
9214,罻,wai3
9215,罻,wat1
9216,餧,wai3
9217,鮇,mei6
9218,褽,wai3
9219,魏,ngai6
9220,鏏,wai6
9221,霨,wai3
9222,讆,wai6
9223,温,wan1
9224,殟,wan1
9225,辒,wan1
9226,瘟,wan1
9227,文,man4
9228,文,man6
9229,纹,man4
9230,炆,man1
9231,闻,man4
9232,闻,man6
9233,蚊,man1
9234,蚊,man4
9235,阌,man4
9236,雯,man4
9237,闅,man4
9238,鼤,man4
9239,刎,man5
9240,吻,man5
9241,抆,man5
9242,紊,man5
9243,紊,man6
9244,紊,leon6
9245,稳,wan2
9246,问,man6
9247,汶,man4
9248,汶,man6
9249,脕,maan5
9250,脕,maan6
9251,搵,wan2
9252,搵,wan3
9253,絻,man6
9254,顐,wan6
9255,璺,man6
9256,翁,jung1
9257,嗡,jung1
9258,鹟,jung1
9259,螉,jung1
9260,塕,jung2
9261,滃,jung2
9262,蓊,jung2
9263,瓮,ung3
9264,蕹,ngung3
9265,蕹,ung3
9266,齆,ung3
9267,挝,zaa1
9268,倭,wai1
9269,倭,wo1
9270,涡,gwo1
9271,涡,wo1
9272,莴,wo1
9273,猧,wo1
9274,喔,ak1
9275,喔,o1
9276,窝,wo1
9277,蜗,waa1
9278,踒,wo1
9279,我,ngo5
9280,婐,o1
9281,婐,wo2
9282,婑,wo2
9283,沃,juk1
9284,卧,ngo6
9285,偓,ak1
9286,幄,ak1
9287,握,aak1
9288,握,ak1
9289,渥,ak1
9290,硪,ngo4
9291,腛,ak1
9292,腛,ngak1
9293,斡,waat3
9294,斡,gun2
9295,瓁,wok6
9296,龌,ak1
9297,乌,wu1
9298,圬,wu1
9299,污,waa1
9300,污,wu1
9301,邬,wu1
9302,呜,wu1
9303,杇,wu1
9304,巫,mou4
9305,屋,uk1
9306,洿,wu1
9307,诬,mou4
9308,钨,wu1
9309,剭,nguk1
9310,剭,uk1
9311,歍,wu1
9312,无,mou4
9313,毋,mou4
9314,吴,ng4
9315,吾,ng4
9316,芜,mou4
9317,郚,ng4
9318,唔,m4
9319,唔,ng4
9320,梧,ng4
9321,浯,ng4
9322,珸,ng4
9323,蜈,ng4
9324,鼯,ng4
9325,五,ng5
9326,午,ng5
9327,仵,ng5
9328,伍,ng5
9329,坞,wu2
9330,妩,mou4
9331,妩,mou5
9332,庑,mou5
9333,忤,ng5
9334,怃,mou5
9335,迕,ng6
9336,武,mou5
9337,侮,mou5
9338,俉,ng6
9339,捂,wu2
9340,啎,ng5
9341,牾,ng5
9342,摀,wu2
9343,碔,mou5
9344,鹉,mou5
9345,舞,mou5
9346,潕,mou5
9347,橆,mou4
9348,甒,mou5
9349,兀,ngat6
9350,勿,mat6
9351,务,mou6
9352,戊,mou6
9353,阢,ngat6
9354,屼,ngat6
9355,扤,ngaat6
9356,扤,ngat1
9357,杌,ngat6
9358,芴,fat1
9359,芴,mat6
9360,物,mat6
9361,矹,ngat6
9362,误,ng6
9363,悟,ng6
9364,晤,ng6
9365,焐,ng6
9366,婺,mou6
9367,痦,ng6
9368,靰,wu1
9369,骛,mou6
9370,雾,mou6
9371,寤,ng6
9372,鹜,mou6
9373,鋈,juk1
9374,蘁,ng6
9375,蘁,ngok6
9376,夕,zik6
9377,兮,hai4
9378,汐,zik6
9379,西,sai1
9380,吸,kap1
9381,希,hei1
9382,昔,sik1
9383,析,cik1
9384,析,sik1
9385,穸,zik6
9386,肸,jat6
9387,俙,hei1
9388,诶,e6
9389,郗,ci1
9390,唏,hei1
9391,奚,hai4
9392,娭,aai1
9393,娭,ngaai1
9394,息,sik1
9395,悕,hei1
9396,晞,hei1
9397,氥,sai1
9398,浠,hei1
9399,牺,hei1
9400,狶,hei1
9401,悉,sik1
9402,惜,sik1
9403,欷,hei1
9404,淅,sik1
9405,烯,hei1
9406,硒,sai1
9407,菥,sik1
9408,傒,hai4
9409,晰,sik1
9410,犀,sai1
9411,睎,hei1
9412,稀,hei1
9413,粞,sai1
9414,翕,jap1
9415,鄎,sik1
9416,徯,hai4
9417,溪,kai1
9418,皙,sik1
9419,蒠,sik1
9420,锡,sek3
9421,锡,sik3
9422,僖,hei1
9423,熄,sik1
9424,熙,hei1
9425,緆,sik1
9426,蜥,sik1
9427,豨,hei1
9428,嘻,hei1
9429,噏,ngeb1
9430,嬉,hei1
9431,瘜,sik1
9432,膝,sat1
9433,樨,sai1
9434,歙,kap1
9435,歙,sip3
9436,熹,hei1
9437,窸,sik1
9438,羲,hei1
9439,螅,sik1
9440,螇,hai4
9441,蟋,sik1
9442,貕,hai4
9443,醯,hei1
9444,巇,hei1
9445,曦,hei1
9446,爔,hei1
9447,酅,kwai4
9448,鼷,hai4
9449,蠵,kwai4
9450,鸂,kai1
9451,觿,kwai4
9452,鑴,kwai4
9453,习,zaap6
9454,郋,hai4
9455,席,zek6
9456,席,zik6
9457,袭,zaap6
9458,觋,hat6
9459,媳,sik1
9460,嶍,zaap6
9461,槢,zaap6
9462,隰,zaap6
9463,檄,hat6
9464,霫,zap6
9465,鳛,zaap6
9466,飁,zaap6
9467,騱,hai4
9468,驨,kwai4
9469,枲,saai2
9470,枲,sai2
9471,洗,sai2
9472,玺,saai2
9473,徙,saai2
9474,铣,sin2
9475,喜,hei2
9476,葸,saai2
9477,屣,saai2
9478,蓰,saai2
9479,禧,hei1
9480,禧,hei2
9481,諰,si2
9482,縰,saai2
9483,謑,hai5
9484,蟢,hei2
9485,蹝,saai2
9486,纚,saai2
9487,卌,se3
9488,戏,hei3
9489,戏,fu1
9490,屃,ai3
9491,屃,hei3
9492,系,hai6
9493,饩,hei3
9494,呬,hei3
9495,细,sai3
9496,郄,gwik1
9497,咥,hei3
9498,咥,dit6
9499,盻,hai6
9500,绤,gwik1
9501,阋,jik1
9502,塈,hei3
9503,塈,kei3
9504,舄,sik1
9505,隙,gwik1
9506,禊,hai6
9507,赩,sik1
9508,潝,kap1
9509,蕮,sik1
9510,覤,gwik1
9511,虩,gwik1
9512,衋,sik1
9513,呷,haap3
9514,虾,haa1
9515,虾,haa4
9516,颬,haa1
9517,瞎,hat6
9518,匣,haap6
9519,侠,haap6
9520,侠,hap6
9521,狎,haap6
9522,峡,haap6
9523,柙,haap6
9524,狭,haap6
9525,狭,gip6
9526,陜,haap6
9527,烚,hap6
9528,祫,haap6
9529,硖,haap6
9530,硖,gip3
9531,舺,gaap3
9532,遐,haa4
9533,搳,hat6
9534,暇,haa6
9535,瑕,haa4
9536,舝,hat6
9537,辖,hat6
9538,蕸,haa4
9539,赮,haa4
9540,霞,haa4
9541,黠,waat6
9542,黠,hat6
9543,黠,kit3
9544,騢,haa4
9545,閜,haa1
9546,閜,ho2
9547,下,haa5
9548,下,haa6
9549,吓,haak1
9550,吓,haak3
9551,夏,haa6
9552,厦,haa6
9553,諕,haak3
9554,罅,laa3
9555,仙,sin1
9556,先,sin1
9557,先,sin3
9558,纤,cim1
9559,纤,hin1
9560,纤,hin3
9561,忺,him1
9562,氙,sin1
9563,杴,hin1
9564,籼,sin1
9565,莶,cim1
9566,莶,lim6
9567,掀,hin1
9568,铦,cim1
9569,跹,sin1
9570,僊,sin1
9571,嘕,hin1
9572,鲜,sin1
9573,鲜,sin2
9574,暹,cim1
9575,嬐,cim1
9576,憸,cim1
9577,褼,sin1
9578,孅,cim1
9579,廯,sin2
9580,攕,cim1
9581,襳,sam1
9582,襳,sim1
9583,伭,jyun4
9584,闲,gaan1
9585,闲,gaan3
9586,闲,haan4
9587,弦,jin4
9588,弦,jyun4
9589,贤,jin4
9590,咸,haam4
9591,唌,jin4
9592,挦,cam4
9593,涎,jin4
9594,娴,haan4
9595,舷,jin4
9596,蚿,jin4
9597,衔,haam4
9598,衔,ham4
9599,痫,haan4
9600,鹇,haan4
9601,嫌,jim4
9602,憪,haan4
9603,憪,haan6
9604,諴,haam4
9605,冼,sin2
9606,狝,sin2
9607,显,hin2
9608,险,him2
9609,崄,him2
9610,毨,sin2
9611,猃,him2
9612,蚬,hin2
9613,筅,sin2
9614,尟,sin2
9615,跣,sin2
9616,藓,sin2
9617,燹,sin2
9618,幰,hin2
9619,玁,him2
9620,韅,hin2
9621,县,jyun4
9622,县,jyun6
9623,岘,jin6
9624,苋,jin6
9625,现,jin6
9626,线,sin3
9627,限,haan6
9628,宪,hin3
9629,晛,jin5
9630,陷,haam6
9631,陷,ham6
9632,馅,haam6
9633,睍,jin5
9634,羡,sin4
9635,羡,sin6
9636,献,hin3
9637,腺,sin3
9638,僩,haan5
9639,撊,haan6
9640,鋧,jin6
9641,豏,haam5
9642,鏾,sin3
9643,霰,sin3
9644,乡,hoeng1
9645,乡,hoeng3
9646,芗,hoeng1
9647,相,soeng1
9648,相,soeng3
9649,香,hoeng1
9650,厢,soeng1
9651,湘,soeng1
9652,缃,soeng1
9653,葙,soeng1
9654,箱,soeng1
9655,膷,hoeng1
9656,襄,soeng1
9657,忀,soeng1
9658,骧,soeng1
9659,瓖,soeng1
9660,镶,soeng1
9661,瓨,gong1
9662,详,coeng4
9663,庠,coeng4
9664,祥,coeng4
9665,翔,coeng4
9666,享,hoeng2
9667,响,hoeng2
9668,饷,hoeng2
9669,飨,hoeng2
9670,想,soeng2
9671,鲞,soeng2
9672,蠁,hoeng2
9673,饟,hoeng2
9674,向,hoeng2
9675,向,hoeng3
9676,巷,hong6
9677,项,hong6
9678,象,zoeng6
9679,缿,hong6
9680,像,zoeng6
9681,橡,zoeng6
9682,襐,zoeng6
9683,蟓,zoeng6
9684,呺,hiu1
9685,呺,hou4
9686,枭,hiu1
9687,削,soek3
9688,哓,hiu1
9689,枵,hiu1
9690,骁,hiu1
9691,宵,siu1
9692,消,siu1
9693,绡,siu1
9694,虓,haau1
9695,逍,siu1
9696,鸮,hiu1
9697,啋,coi1
9698,猇,haau1
9699,萧,siu1
9700,痚,haau1
9701,痟,siu1
9702,硝,siu1
9703,翛,siu1
9704,萷,siu1
9705,萷,sok6
9706,销,siu1
9707,揱,siu1
9708,揱,sok3
9709,嘐,haau1
9710,歊,hiu1
9711,潇,siu1
9712,箫,siu1
9713,獢,hiu1
9714,霄,siu1
9715,膮,hiu1
9716,魈,siu1
9717,藃,hiu1
9718,藃,hou3
